code_dep,departement,nom,slug,nom_geocodage,type_precis,tags_architecture,tags_cadre,score_esthetique,score_notoriete,plus_beaux_villages,description_courte,activites_notables,lat,lng,population,categorie_taille,unesco,site_classe
01,Ain,Villars-les-Dombes,villars-les-dombes,,Ville,medieval,plaine,6,7,,"Connue pour son parc ornithologique exceptionnel, Villars-les-Dombes est un refuge pour les amoureux de la nature.","Parc des Oiseaux, Observation de la faune",46.001392,5.030678,5163,petite_ville,,
01,Ain,Chapelle de Saint-Vulbas,chapelle-de-saint-vulbas,"Chapelle, Saint-Vulbas",Chapelle,gothique,plaine,5,8,,Cette petite chapelle gothique est un joli exemple d'architecture religieuse de la région.,Visite architecturale,45.832726,5.29029,1247,village,,
01,Ain,Monastère de Sainte-Croix,monastere-de-sainte-croix,"Monastère, Sainte-Croix",Monastère,romanesque,colline,7,7,,Le monastère de Sainte-Croix est un lieu de calme et de spiritualité niché dans les collines.,"Retraite spirituelle, Visite guidée",45.89369,5.05313,544,village,,
02,Aisne,Parfondeval,parfondeval,,Plus Beaux Villages de France,"medieval, brique","colline, village_perche",9,5,oui,"Parfondeval est un charmant village au charme médiéval, niché dans une campagne vallonnée.","Église Saint-Médard, Randonnées autour du village",49.73907,4.159693,143,hameau,,
02,Aisne,Laon,laon,,Cité médiévale,"gothique, medieval",colline,8,4,,"Laon est une cité située au sommet d'une colline, connue pour sa cathédrale gothique impressionnante.","Cathédrale de Laon, Remparts",49.564182,3.623255,24220,ville_moyenne,,
02,Aisne,Château-Thierry,chateau-thierry,,Ville historique,"renaissance, brique","plaine, riviere",7,5,,"Connu pour avoir été le lieu de naissance de Jean de La Fontaine, Château-Thierry surplombe la Marne.","Maison de Jean de La Fontaine, Château médiéval",49.044533,3.403214,15097,ville_moyenne,,
02,Aisne,Soissons,soissons,,Ville historique,"gothique, medieval",plaine,6,6,,"Ville au riche passé historique, Soissons a joué un rôle clé au cours des siècles.","Cathédrale Saint-Gervais-et-Saint-Protais, Abbaye de Saint-Jean-des-Vignes",49.380653,3.327937,28046,ville_moyenne,,
02,Aisne,Saint-Quentin,saint-quentin,,Ville d'art et d'histoire,"art_deco, gothique",plaine,6,6,,"Connue pour ses bâtiments Art déco, Saint-Quentin est une ville dynamique et culturelle.","Basilique de Saint-Quentin, Musée des papillons",49.84671,3.286432,52813,grande_ville,,
02,Aisne,Coucy-le-Château-Auffrique,coucy-le-chateau-auffrique,,Cité médiévale fortifiée,"castral, medieval",colline,8,7,,Ruines impressionnantes d'une forteresse médiévale surplombant le village.,"Château de Coucy, Tours de Coucy",49.52118,3.323754,990,village,,
02,Aisne,Guise,guise,,Ville historique,"caspal, fortifie",plaine,7,7,,Guise est célèbre pour son Familistère et son château médiéval.,"Familistère de Guise, Château fort de Guise",49.89967,3.627814,4490,petite_ville,,
02,Aisne,Vervins,vervins,,Ville de caractère,"brique, gothique",plaine,6,8,,"Petite ville au charme sobre, Vervins se distingue par ses ruelles et son architecture traditionnelle.","Église Notre-Dame, Hôtel de Ville",49.835087,3.905579,2549,petite_ville,,
02,Aisne,Crépigny,crepigny,"Crépigny, Trosly-Loire",Site isolé,flamand,foret,5,9,,"Site peu connu niché dans la forêt, Crépigny offre une atmosphère paisible et retirée.","Balades en forêt, Observation de la nature",49.518005,3.227334,541,village,,
02,Aisne,Hirson,hirson,,Ville de frontière,"art_deco, fortifie","foret, riviere",5,7,,"Ville à proximité des Ardennes, Hirson est entourée de verdure et traversée par l'Oise.","Église Sainte-Thérèse, Fort de Hirson",49.924377,4.0812,8469,petite_ville,,
02,Aisne,Marle,marle,,Petit bourg,"gothique, brique",plaine,5,8,,"Bourg discret, Marle attire les amateurs d'histoire locale.","Musée de la Thiérache, Église Notre-Dame",49.73934,3.771479,2229,petite_ville,,
02,Aisne,Prémontré,premontre,,Village,"medieval, gothique",plaine,6,8,,Village attachant connu pour son abbaye historique.,"Abbaye de Prémontré, Balades environnantes",49.542507,3.412031,594,village,,
02,Aisne,Sermoise,sermoise,,Hameau,"brique, flamand","plaine, riviere",5,9,,"Hameau charmant au bord d'une rivière, bien caché dans le paysage aisnois.","Balade au bord de l'eau, Découverte de la nature",49.373867,3.45183,340,village,,
02,Aisne,Villers-Cotterêts,villers-cotterets,,Ville historique,"renaissance, gothique",foret,7,5,,"Ville natale d'Alexandre Dumas, elle est entourée d'une forêt majestueuse.","Château de Villers-Cotterêts, Forêt de Retz",49.254242,3.090725,10489,ville_moyenne,,
02,Aisne,Mons-en-Laonnois,mons-en-laonnois,,Village pittoresque,"gothique, medieval",colline,7,8,,Petit village perché offrant une vue panorama sur les alentours.,"Collégiale Saint-Jean-Baptiste, Promenade sur les collines",49.538254,3.553335,1146,village,,
02,Aisne,Braine,braine,,Ville,"brique, fortifie","plaine, riviere",5,7,,"Charmante ville située le long de la Vesle, présentant plusieurs édifices historiques.","Église Saint-Yved, Château de Braine",49.341347,3.532552,2248,petite_ville,,
03,Allier,Charroux,charroux,,Plus Beaux Villages de France,"medieval, renaissance",village_perche,9,5,oui,Charmant village médiéval avec des ruelles pavées et une architecture préservée.,"Visite du musée de la bougie, Découverte de l'église Saint-Jean-Baptiste",46.184612,3.161553,335,village,,
03,Allier,Moulins,moulins,,Ville d'art et d'histoire,"gothique, renaissance",plaine,7,4,,"Préfecture de l'Allier, riche en patrimoine architectural avec sa cathédrale et son centre historique.","Cathédrale Notre-Dame-de-l'Annonciation, Musée Anne de Beaujeu",46.56475,3.329666,19206,ville_moyenne,,
03,Allier,Montluçon,montlucon,,Ville fortifiée,"medieval, brique",plaine,6,5,,Charmante ville fortifiée avec de nombreuses maisons médiévales en briques.,"Château des Ducs de Bourbon, Promenade le long du Cher",46.34016,2.604236,33147,ville_moyenne,,
03,Allier,Vichy,vichy,,Station thermale,"belle_epoque, art_deco",riviere,8,3,,"Célèbre station thermale, connue pour ses parcs et ses bâtiments Belle Époque.","Thermes de Vichy, Promenade dans le parc des Sources",46.125134,3.424706,25115,ville_moyenne,,
03,Allier,Souvigny,souvigny,,Village historique,"roman, gothique",plaine,7,6,,Beau village médiéval avec une abbaye d'importance historique.,"Abbaye Saint-Pierre et Saint-Paul, Festival médiéval annuel",46.533436,3.19233,1698,village,,
03,Allier,Hérisson,herisson,,Village médiéval,"medieval, fortifie",colline,8,8,,Village pittoresque perché sur une colline et dominé par les ruines d'un château.,"Visite des ruines du château, Balades sur les sentiers environnants",46.50935,2.711424,555,village,,
03,Allier,Chantelle,chantelle,,Village d'abbaye,"gothique, medieval","colline, riviere",7,7,,Petit village avec une abbaye bénédictine surplombant une vallée pittoresque.,"Abbaye de Saint-Vincent, Randonnée le long de la Bouble",46.237366,3.151011,1131,village,,
03,Allier,Lapalisse,lapalisse,,Ville de château,"renaissance, baroque",plaine,6,5,,Ville célèbre pour son imposant château Renaissance ouvert au public.,"Visite du Château de La Palice, Marché du samedi matin",46.25039,3.638963,3138,petite_ville,,
03,Allier,Cusset,cusset,,Ville fortifiée,"fortifie, medieval",plaine,6,6,,Ville fortifiée avec un impressionnant patrimoine médiéval et des vestiges des remparts.,"Théâtre de Cusset, Exposition au Centre d'art contemporain",46.132393,3.456721,13316,ville_moyenne,,
03,Allier,Ygrande,ygrande,,Village traditionnel,"colombages, medieval",colline,6,8,,Village au charme d'antan avec ses maisons à colombages typiques.,"Festival de musique en été, Promenade au cœur des bocages bourbonnais",46.55284,2.942229,762,village,,
03,Allier,Bourbon-l'Archambault,bourbon-larchambault,,Ville thermale,"gothique, medieval",colline,7,5,,Ancienne cité thermale dotée de nombreuses ruines médiévales et d'un château.,"Visite des thermes, Découverte du Château des Bourbons",46.587162,3.059167,2494,petite_ville,,
03,Allier,Saint-Pourçain-sur-Sioule,saint-pourcain-sur-sioule,,Cité viticole,"renaissance, classique","vignoble, riviere",7,6,,Cité viticole avec ses caves de dégustation et belle architecture classique.,"Dégustation de vin à la coopérative, Visite du musée de la vigne",46.308746,3.290676,4884,petite_ville,,
03,Allier,Gannat,gannat,,Ville historique,"gothique, roman",plaine,6,7,,"Ville riche en histoire, connue pour son château et ses festivals culturels.","Château de la Seigneurie, Journées médiévales annuelles",46.101547,3.197303,5610,petite_ville,,
03,Allier,Broût-Vernet,brout-vernet,,Village traditionnel,"colombages, medieval",plaine,5,9,,Petit village agricole avec ses fermes traditionnelles et églises anciennes.,"Foire agricole en septembre, Visite de l'église Saint-Martin",46.187347,3.27278,1217,village,,
03,Allier,Saint-Menoux,saint-menoux,,Village de pèlerinage,"romane, gothique",plaine,6,8,,Lieu de pèlerinage célèbre pour sa basilique de style roman.,"Visite de la basilique, Marché de producteurs locaux",46.585396,3.156274,1116,village,,
04,Alpes-de-Haute-Provence,Moustiers-Sainte-Marie,moustiers-sainte-marie,,Plus Beaux Villages de France,"provencal, fortifie",village_perche,9,5,oui,"Niché au cœur des gorges du Verdon, ce village est célèbre pour sa faïence.","Visite de l'église Notre-Dame-de-l'Assomption, Randonnée vers Notre-Dame de Beauvoir",43.847046,6.221203,683,village,,
04,Alpes-de-Haute-Provence,Sisteron,sisteron,,Citadelle et ville médiévale,"fortifie, provencal","moyenne_montagne, riviere",8,3,,Sisteron est un joyau médiéval surplombant la rivière Durance avec sa célèbre citadelle.,"Citadelle de Sisteron, Cathédrale Notre-Dame-des-Pommiers",44.195606,5.942776,7850,petite_ville,,
04,Alpes-de-Haute-Provence,Forcalquier,forcalquier,,Ville historique,provencal,colline,7,5,,"Forcalquier, connue pour son marché provençal, offre des vues spectaculaires depuis la citadelle.","Visite de la cathédrale Notre-Dame-du-Bourguet, Marché provençal hebdomadaire",43.95945,5.780805,5222,petite_ville,,
04,Alpes-de-Haute-Provence,Manosque,manosque,,Centre historique,provencal,colline,6,4,,"Ville provençale entourée de collines, célèbre pour sa culture de l'olivier.","Maison de la Biodiversité, Tour du Mont d'Or",43.832775,5.783157,22718,ville_moyenne,,
04,Alpes-de-Haute-Provence,Riez,riez,,Village gallo-romain,provencal,colline,7,6,,"Riez est l'une des plus anciennes cités des Alpes-de-Haute-Provence, avec des vestiges antiques.","Colonnes romaines, Marché provençal",,,,,,
04,Alpes-de-Haute-Provence,Gréoux-les-Bains,greoux-les-bains,,Station thermale,provencal,riviere,6,5,,"Réputée pour ses eaux thermales, Gréoux-les-Bains est un havre de tranquillité.","Thermes troglodytiques, Château des Templiers",,,,,,
04,Alpes-de-Haute-Provence,Castellane,castellane,,Village médiéval,fortifie,"moyenne_montagne, riviere, gorges",8,4,,"Castellane est un charmant village aux portes des gorges du Verdon, célèbre pour son rocher.","Chapelle Notre-Dame du Roc, Rafting sur le Verdon",43.84643,6.512541,1472,village,,
04,Alpes-de-Haute-Provence,Annot,annot,,Bourg pittoresque,"fortifie, provencal","moyenne_montagne, forêt, riviere",7,7,,"Connue pour ses grès et ses randonnées, Annot est un bourg aux richesses naturelles.","Randonnée des Grès d'Annot, Visite des ruelles médiévales",43.96633,6.667126,1009,village,,
04,Alpes-de-Haute-Provence,Digne-les-Bains,digne-les-bains,,Préfecture thermale,"provencal, belle_epoque",moyenne_montagne,6,3,,Digne-les-Bains est réputée pour ses thermes et son cadre naturel idyllique.,"Thermes de Digne, Promenade au jardin botanique",44.093337,6.235494,17979,ville_moyenne,,
04,Alpes-de-Haute-Provence,Seyne,seyne,,Village fortifié,fortifie,moyenne_montagne,7,8,,"Perchée dans les montagnes, Seyne offre des fortifications et un panorama exceptionnel.","Visite du Fort Vauban, Randonnées en montagne",44.352036,6.356112,1379,village,,
04,Alpes-de-Haute-Provence,Lurs,lurs,,Village perché,"provencal, romanesque","colline, vignoble",8,7,,"Lurs est un village perché surplombant la vallée de la Durance, offrant des vues magnifiques.","Église Notre-Dame-de-Vie, Promenade du chemin des Écritures",43.96884,5.889929,385,village,,
04,Alpes-de-Haute-Provence,Barcelonnette,barcelonnette,,Ville alpine,"belle_epoque, basque",haute_montagne,7,5,,"Située dans les Alpes, Barcelonnette est connue pour ses maisons mexicaines et son ambiance montagnarde.","Musée de la Vallée, Festival de jazz des Alpes",44.38753,6.651929,2518,petite_ville,,
04,Alpes-de-Haute-Provence,Allos,allos,,Station de montagne,savoyard,"haute_montagne, lac",8,6,,Allos attire par son lac d'altitude et ses pistes de ski.,"Lac d'Allos, Ski à la Foux d'Allos",44.241318,6.627999,812,village,,
04,Alpes-de-Haute-Provence,La Bréole,la-breole,,Village montagnard,savoyard,"haute_montagne, lac",7,9,,La Bréole est un village tranquille avec des vues imprenables sur le lac de Serre-Ponçon.,"Randonnée au lac de Serre-Ponçon, Église Saint-Jacques",44.445348,6.289968,786,village,,
04,Alpes-de-Haute-Provence,Saint-André-les-Alpes,saint-andre-les-alpes,,Village de montagne,provencal,"moyenne_montagne, lac",6,8,,"Ce charmant village se situe près du lac de Castillon, offrant loisirs nautiques et randonnées.","Baignade au lac de Castillon, Randonnée pédestre",43.967533,6.50711,1029,village,,
04,Alpes-de-Haute-Provence,Colmars,colmars,,Ville fortifiée,"fortifie, savoyard",moyenne_montagne,8,5,,Colmars est une cité Vauban entourée de superbes paysages montagnards.,"Fort de Savoie, Cascade de la Lance",44.181084,6.627066,583,village,,
04,Alpes-de-Haute-Provence,Entrevaux,entrevaux,,Cité fortifiée,"fortifie, provencal","falaise, riviere",9,4,,Cette ville médiévale fortifiée est perchée sur une falaise et évoque un passé riche.,"Citadelle d'Entrevaux, Musée de la Moto et du Vélo",43.94926,6.809948,769,village,,
04,Alpes-de-Haute-Provence,Saint-Martin-de-Brômes,saint-martin-de-bromes,,Village historique,roman,colline,6,10,,Ce petit village est reconnu pour sa tour médiévale et son charme historique.,"Tour de l'Horloge, Église Saint-Martin",43.769806,5.94502,625,village,,
05,Hautes-Alpes,La Grave,la-grave,,Plus Beaux Villages de France,"savoyard, pierres_blanches",haute_montagne,9,4,oui,Village de montagne avec vue imprenable sur la Meije.,"Randonnées alpines, Ski hors-piste",45.045017,6.306253,479,village,,
05,Hautes-Alpes,Saint-Véran,saint-veran,,Plus Beaux Villages de France,"baroque, savoyard","haute_montagne, village_perche",9,5,oui,"Plus haut village d'Europe, célèbre pour ses paysages enneigés.","Observatoire astronomique, Chemins de randonnée",44.699837,6.868824,160,hameau,,
05,Hautes-Alpes,Briançon,briancon,,Ville fortifiée,"fortifie, baroque",haute_montagne,8,3,,Ville fortifiée classée au patrimoine mondial de l'UNESCO.,"Fortifications de Vauban, Centre historique",44.89564,6.634984,11411,ville_moyenne,,
05,Hautes-Alpes,Embrun,embrun,,Cité médiévale,"medieval, gothique","moyenne_montagne, riviere",7,5,,Petite cité connue pour sa cathédrale gothique.,"Cathédrale Notre-Dame, Fête du lac",44.563885,6.49508,6412,petite_ville,,
05,Hautes-Alpes,Mont-Dauphin,mont-dauphin,,Place forte,"fortifie, brique",colline,8,4,,"Forteresse militaire construite par Vauban, classée UNESCO.","Visite des fortifications, Concerts estivaux",44.670254,6.62455,162,hameau,,
05,Hautes-Alpes,Vallouise,vallouise,,Village de montagne,"pierres_blanches, savoyard",haute_montagne,7,6,,Charmant village au cœur des Écrins.,"Escalade, Randonnée",44.868973,6.487038,1138,village,,
05,Hautes-Alpes,Gap,gap,,Capitale départementale,"baroque, moderne",moyenne_montagne,6,3,,Ville dynamique avec un riche héritage culturel.,"Cathédrale de Gap, Festivals",44.559235,6.079927,41293,ville_moyenne,,
05,Hautes-Alpes,L'Argentière-la-Bessée,largentiere-la-bessee,,Village de montagne,savoyard,moyenne_montagne,6,7,,"Village au pied des Ecrins, connu pour la cascade du torrent.","Randonnées, Visite cascade",44.79485,6.559572,2288,petite_ville,,
05,Hautes-Alpes,Château de Tallard,chateau-de-tallard,"Château de Tallard, Tallard",Château médiéval,medieval,colline,7,6,,Château médiéval dominant le village de Tallard.,"Visites guidées, Manifestations culturelles",44.469593,6.049967,545,village,,
05,Hautes-Alpes,Parc National des Écrins,parc-national-des-ecrins,"Parc National des Écrins, Pelvoux",Parc national,,"haute_montagne, foret",9,3,,Immense parc national avec des paysages à couper le souffle.,"Randonnée, Observation faune et flore",44.906392,6.630688,11411,ville_moyenne,,
07,Ardèche,Serre Chevalier,serre-chevalier,Serre Chevalier Vallée,Station de ski,savoyard,haute_montagne,7,4,,Une des plus grandes stations de ski des Alpes.,"Ski alpin, VTT en été",44.922406,4.757067,1048,village,,
05,Hautes-Alpes,Orcières Merlette 1850,orcieres-merlette-1850,"Orcières Merlette 1850, Orcières",Station de ski,moderne,haute_montagne,6,5,,Station de ski avec vues panoramiques exceptionnelles.,"Ski, Randonnées hivernales",44.686333,6.320976,651,village,,
05,Hautes-Alpes,Queyras,queyras,,Région naturelle,,haute_montagne,8,4,,"Région naturelle préservée, idéale pour les activités de plein air.","Randonnées, Sports d'hiver",44.561203,6.082064,41293,ville_moyenne,,
05,Hautes-Alpes,La vallée de la Clarée,la-vallee-de-la-claree,,Vallée,,"haute_montagne, riviere",8,5,,Vallée pittoresque avec des paysages naturels époustouflants.,"Randonnée, Observation de la nature",44.561203,6.082064,41293,ville_moyenne,,
05,Hautes-Alpes,Château-Queyras,chateau-queyras,"Château-Queyras, Château-Ville-Vieille",Forteresse,fortifie,haute_montagne,7,6,,"Forteresse médiévale protégée, point de vue immanquable.","Visites guidées, Expositions historiques",44.723482,6.76971,298,village,,
05,Hautes-Alpes,Lac de Serre-Ponçon,lac-de-serre-poncon,,Lac artificiel,,lac,8,4,,"Un des plus grands lacs artificiels d'Europe, populaire pour les sports nautiques.","Voile, Baignade",44.464436,6.226152,777,village,,
05,Hautes-Alpes,Vars,vars,,Station de ski,savoyard,haute_montagne,6,5,,Station de ski moderne avec des pistes pour tous niveaux.,"Ski, Snowpark",44.592983,6.689413,588,village,,
06,Alpes-Maritimes,Coaraze,coaraze,,Plus Beaux Villages de France,medieval,colline,9,6,oui,Coaraze est un village pittoresque avec une vue imprenable sur les collines environnantes.,"Visite des cadrans solaires, Randonnées",43.86496,7.293768,827,village,,
06,Alpes-Maritimes,Gourdon,gourdon,,Plus Beaux Villages de France,"medieval, fortifie",village_perche,10,3,oui,"Perché sur une falaise, Gourdon offre des vues spectaculaires sur la vallée du Loup.","Visite du château, Boutiques d'artisanat",43.719856,6.978577,367,village,,
06,Alpes-Maritimes,Sainte-Agnès,sainte-agnes,,Plus Beaux Villages de France,medieval,"village_perche, moyenne_montagne",9,5,oui,"Sainte-Agnès est le plus haut village littoral d'Europe, avec une vue panoramique sur la mer.","Visite du fort, Randonnées",43.800014,7.461045,1380,village,,
06,Alpes-Maritimes,Nice,nice,,Capitale de la Côte d'Azur,"belle_epoque, art_deco",bord_de_mer,10,1,,Nice est connue pour sa Promenade des Anglais et ses plages.,"Promenade des Anglais, Musée Matisse",43.710082,7.261844,357737,metropole,,
06,Alpes-Maritimes,Cannes,cannes,,Ville côtière célèbre,"belle_epoque, provencal",bord_de_mer,10,2,,Cannes est célèbre pour son festival de cinéma et son boulevard de la Croisette.,"Festival de Cannes, Îles de Lérins",43.55161,7.016611,74350,grande_ville,,
06,Alpes-Maritimes,Saint-Paul-de-Vence,saint-paul-de-vence,,Village artistique,"medieval, fortifie",colline,9,3,,Saint-Paul-de-Vence est un village médiéval célèbre pour sa scène artistique et ses galeries.,"Fondation Maeght, Ateliers d'artiste",43.69703,7.122066,3203,petite_ville,,
06,Alpes-Maritimes,Èze,eze,,Village perché,"medieval, fortifie","village_perche, bord_de_mer",9,3,,Èze est un village médiéval perché avec des vues panoramiques sur la Méditerranée.,"Jardin exotique, Parfumerie Fragonard",43.729813,7.361507,2144,petite_ville,,
06,Alpes-Maritimes,Villefranche-sur-Mer,villefranche-sur-mer,,Village côtier,"medieval, port_peche",bord_de_mer,9,3,,Villefranche-sur-Mer séduit par son port charmant et ses maisons colorées.,"Chapelle Saint-Pierre, Plage des Marinières",43.703175,7.311004,5008,petite_ville,,
06,Alpes-Maritimes,Antibes,antibes,,Ville côtière,"proveNcal, fortifie",bord_de_mer,8,4,,Antibes est connu pour son marché provençal et son fort carré.,"Musée Picasso, Fort Carré",43.58151,7.126377,77637,grande_ville,,
06,Alpes-Maritimes,Biot,biot,,Village artisanal,medieval,colline,8,5,,Biot est renommé pour son art du verre soufflé et ses ateliers artisanaux.,"Verrerie de Biot, Musée Fernand Léger",43.627495,7.09747,10511,ville_moyenne,,
06,Alpes-Maritimes,Menton,menton,,Ville des jardins,"medieval, belle_epoque",bord_de_mer,8,4,,Menton est célèbre pour ses jardins luxuriants et son climat doux.,"Fête du Citron, Jardin botanique Val Rahmeh",43.775063,7.508125,30604,ville_moyenne,,
06,Alpes-Maritimes,Cap-d'Ail,cap-dail,,Station balnéaire,belle_epoque,bord_de_mer,7,5,,Cap-d'Ail offre des plages idylliques et des sentiers côtiers.,"Plage Mala, Chemin des Douaniers",43.72298,7.39542,4482,petite_ville,,
06,Alpes-Maritimes,Grasse,grasse,,Capitale du parfum,"belle_epoque, provencal",colline,7,4,,Grasse est célèbre pour ses parfumeries et ses champs de fleurs.,"Musée International de la Parfumerie, Visite des parfumeries",43.660156,6.922426,50970,grande_ville,,
06,Alpes-Maritimes,Peillon,peillon,,Village perché,medieval,"moyenne_montagne, village_perche",7,7,,Peillon est un village perché avec des ruelles pavées et des vues splendides.,"Église fortifiée, Randonnées",43.779003,7.380827,1408,village,,
06,Alpes-Maritimes,Tende,tende,,Village de montagne,medieval,haute_montagne,6,8,,Tende est un village de montagne pittoresque avec de belles fresques médiévales.,"Musée des Merveilles, Randonnées",44.089363,7.5931,1775,village,,
06,Alpes-Maritimes,Saorge,saorge,,Village perché,medieval,"moyenne_montagne, village_perche",7,7,,Saorge est un village perché offrant des panoramas époustouflants.,"Monastère franciscain, Randonnées",43.989162,7.551512,430,village,,
06,Alpes-Maritimes,Saint-Jean-Cap-Ferrat,saint-jean-cap-ferrat,,Station balnéaire,belle_epoque,bord_de_mer,7,5,,Saint-Jean-Cap-Ferrat est célèbre pour sa villa et ses jardins magnifiques.,"Villa Ephrussi de Rothschild, Sentier du bord de mer",43.689556,7.333782,1531,village,,
06,Alpes-Maritimes,Roubion,roubion,,Village de montagne,medieval,"haute_montagne, village_perche",6,8,,Roubion est un village de montagne tranquille parfait pour les amateurs de nature.,"Randonnées, Vieille ville",44.091827,7.049058,112,hameau,,
07,Ardèche,Balazuc,balazuc,,Plus Beaux Villages de France,"medieval, fortifie","village_perche, riviere",10,4,oui,"Balazuc est un village perché offrant une vue impressionnante sur l'Ardèche, avec un patrimoine médiéval riche.","Visite du vieux village, Descente de l'Ardèche en canoë",44.50928,4.372832,389,village,,
07,Ardèche,Vogüé,vogue,,Plus Beaux Villages de France,"medieval, fortifie","riviere, colline",9,5,oui,Vogüé est connu pour son château surplombant l'Ardèche et ses ruelles pittoresques.,"Visite du château, Randonnées alentours",44.549538,4.416207,1040,village,,
07,Ardèche,Aubenas,aubenas,,Ville médiévale,"medieval, gothique",colline,7,5,,Aubenas offre un patrimoine médiéval avec son château et ses ruelles anciennes.,"Château d'Aubenas, Marché hebdomadaire",44.62072,4.388357,12416,ville_moyenne,,
07,Ardèche,Antraigues-sur-Volane,antraigues-sur-volane,,Village de caractère,"schiste, medieval","colline, riviere",8,6,,"Antraigues est un village pittoresque rendu célèbre par Jean Ferrat, perché sur les hauteurs.","Place de la Résistance, Maison de Jean Ferrat",44.744737,4.355962,845,village,,
07,Ardèche,Labeaume,labeaume,,Village troglodyte,"troglodyte, calcaires","riviere, falaise",9,7,,Labeaume est réputé pour ses habitations troglodytes et ses spectacles de plein air.,"Concerts aux Jardins de l'Ardèche, Balades en bord de rivière",44.44879,4.307156,698,village,,
07,Ardèche,Thueyts,thueyts,,Village de caractère,"volcanique, gothique",moyenne_montagne,8,7,,Ce village volcanique est célèbre pour son Pont du Diable et ses panoramas.,"Pont du Diable, Saut de la Cascade",44.675014,4.221213,1205,village,,
07,Ardèche,Ruoms,ruoms,,Ville médiévale,"fortifie, medieval",riviere,7,5,,Ruoms est une cité médiévale pittoresque le long de l'Ardèche avec des remparts remarquables.,"Remparts médiévaux, Festival de musique",44.454533,4.339989,2311,petite_ville,,
07,Ardèche,Mont Gerbier de Jonc,mont-gerbier-de-jonc,"Mont Gerbier de Jonc, Saint-Martial",Site naturel,,moyenne_montagne,9,3,,Un site naturel en forme de dôme qui marque la source de la Loire.,"Randonnée, Vue panoramique",44.864153,4.275446,269,village,,
